order_id,title,rating
174,Star Wars: The Phantom Menace,33
781,Scooby-Doo,32
485,Body of Lies,32
417,The Incredible Hulk,31
155,The Laundromat,31
761,Please Speak Continuously,30
445,The Matrix Resurrections,30
118,Shaft (2019),30
15,Mandy,29
361,Kangaroo Jack,28
433,Gangs of New York,27
416,Titane,26
125,Independence Day,26
728,On Her Majesty's Secret Service,25
759,Alien 3,24
652,X-Men Origins: Wolverine,24
336,Sky High,24
762,Inception: The Cobol Job,23
753,Obsessed,23
476,Encanto,23
345,The Tree of Life,22
131,The Lion King (2019),22
609,Fast X,20
382,Solaris,20
261,Men in Black: International,20
572,Mission: Impossible II,19
656,X-Men: Apocalypse,16
527,Terrifier,16
434,Venom: Let There Be Carnage,16
618,The Archies,15
453,The Little Things,15
293,Man on Fire,14
640,The Invitation,12
617,Meg 2: The Trench,12
442,F9,11
431,The Card Counter,11
533,12 Kilometers,10
249,The Hustle,10
270,Transformers: Age of Extinction,8
288,Transformers: The Last Knight,5
426,Only God Forgives,4
778,The Next 365 Days,0
898,,
897,,
896,,
895,,
894,,
893,,
892,,
891,,
890,,
889,,
888,,
887,,
886,,
885,,
884,,
883,,
882,,
881,,
880,,
879,,
878,,
877,,
876,,
875,,
874,,
873,,
872,,
871,,
870,,
869,,
868,,
867,,
866,,
865,,
864,,
863,,
862,,
861,,
860,,
859,,
858,,
857,,
856,,
855,,
854,,
853,,
852,,
851,,
850,,
849,,
848,,
847,,
846,,
845,,
844,,
843,,
842,,
841,,
840,,
839,,
838,,
837,,
836,,
835,,
834,,
833,,
832,,
831,,
830,,
829,,
828,,
827,,
826,,
825,,
824,,
823,,
822,,
821,,
820,,
819,,
818,,
817,,
816,,
815,,
814,,
813,,
812,,
811,,
810,,
809,,
808,,
807,,
806,,
805,,
804,,
803,,
802,,
801,,
800,,
799,,
798,,
797,,
796,,
795,,
794,,
793,,
792,,
791,,
790,,
